1.945559200611952422e+00	2.700250594859490150e+00	3.016153125505078414e+00	1.001505125690536069e+00	4.997162558439227631e-02
2.451745384378819725e+00	1.585117665727268088e+00	1.083917646048319083e+00	6.874047277999139061e-01	-2.820619154080777902e-01
2.310213195022615018e+00	8.837658562577506149e-01	2.696150530571602477e+00	2.925777192043088615e+00	-3.279750185851645350e-01
2.751689375575932406e+00	1.299746735547890886e+00	2.168290566269232278e-01	9.679411916583779973e-01	-2.694727528460120203e-01
2.548786669420890494e+00	2.240200830430163492e+00	2.007330410744089910e+00	2.495329037036413400e+00	2.031983557087666536e-01
1.068858286171314953e+00	2.273769939797283701e+00	5.897063149042396368e-01	4.811795215651682445e-01	2.894275679732833950e-01
1.862902603554263070e+00	1.610644564610322016e+00	2.066314246991773018e+00	6.079388623922187262e-01	-3.247738998718781023e-01
2.371033721467989075e+00	1.384763119138348486e+00	2.361427932893885639e+00	8.199892049167366581e-01	-5.125419750111970263e-01
2.124648269190196448e+00	8.747670047979785868e-02	1.010672797513920973e-01	2.128350951448462425e+00	-4.007109773328694224e-01
4.894296379665332708e-01	2.673718150561610885e-01	7.999570351668225943e-01	3.234970684449575695e-01	-4.966793989022154632e-01
7.905598736153699457e-01	1.520466343087750971e+00	2.359563742656598073e+00	1.891897460029723810e+00	5.481632856120133290e-02
2.576710526132832246e+00	1.555341220767073374e+00	8.166443735835090534e-01	1.779277425406090352e+00	-5.472856084123323139e-02
1.778337985248242270e-01	2.031690742077737255e+00	1.008381026488761822e+00	2.909801244714300239e+00	7.879328943827070830e-01
2.744110097831493622e+00	8.318198821813242994e-01	1.365279076618912457e+00	1.954863209406602076e+00	-4.304242494717696044e-01
1.080391541346721995e+00	1.601634038072566657e+00	2.610558082551696746e+00	9.953564951748531398e-01	-1.855736261912936946e-01
3.077234760795042767e+00	7.879152967551309450e-01	2.935441394459635589e+00	6.977617182758381054e-01	-1.000000000000000000e+00
1.641456452138313704e+00	1.704553021290498016e+00	1.721864486028070740e+00	9.371691143655476175e-01	-1.266421020963465205e-01
2.138728721701822710e+00	1.485240863852417936e+00	1.041810385042988063e+00	1.495987013905214713e+00	-9.410034183536108987e-02
7.293836502347881279e-01	3.138406524130693764e+00	2.474629637640472613e+00	3.046195015032083564e+00	9.539403006001812013e-01
2.001801539378973427e+00	1.549664607038127917e+00	1.690208986610687969e+00	2.411600628808553637e+00	4.864881195113723855e-02
2.145893196078402454e+00	8.671020819104432453e-01	2.968694760967381274e+00	7.026979171482685693e-01	-7.991227487023401244e-01
2.798300081840009668e+00	2.908279077360004017e+00	2.085021586481338396e+00	1.830745296092400887e+00	2.860799364192552208e-01
2.067051263720390164e+00	3.941997086476737855e-01	2.718184975102361789e-01	1.934538842427651950e+00	-3.281666558237849030e-01
1.422577411778316758e+00	2.619848264652597791e+00	2.433468725383291620e+00	2.315095446419879188e-01	4.252203211328309251e-02
1.620150966686642491e+00	3.109111385596833088e+00	1.813022424804607402e+00	3.074647583906852333e+00	8.812792515257898973e-01
3.879978551774044271e-01	1.209173237492412734e-01	1.086539848426074650e+00	1.945706365621959311e+00	-2.496376976214474963e-01
1.830193408512676756e+00	3.063567403733822303e+00	1.361427005933511847e+00	1.297121792249993799e+00	5.275360431635169878e-01
8.179605626728410073e-01	7.616943634100976634e-01	1.927521887436837833e+00	1.971939294519613473e+00	-1.835497290129670667e-01
2.063249754176156525e+00	1.817089081707988774e+00	1.627985250116889215e+00	2.787632401278496541e+00	2.339446428621945184e-01
1.070798546524216466e+00	1.412767806526221692e+00	2.886454631916134606e+00	2.099531759033174794e+00	-7.728193267846528158e-02
1.679843103925874992e+00	1.325397484733559894e+00	2.562512474741241331e+00	1.539502456877982484e+00	-2.922561702003787509e-01
2.508729120136871771e+00	2.634090461082567280e+00	1.583624813195956937e+00	1.710043617960248508e+00	2.759513794935604114e-01
8.755032646271819763e-01	4.105619538575806526e-01	5.159332948128088070e-01	2.569628933376472801e+00	-7.761399815268688052e-03
2.458273176984446251e-02	1.226136252884004074e+00	1.290875317100803166e+00	8.021145641263233150e-01	1.059759398315818224e-02
1.712374492670538095e-01	2.597866702690284857e+00	1.445856667953457242e+00	2.756754891790580420e+00	9.270880787021267277e-01
1.677292007743311997e+00	2.098816840908914183e-01	2.014452903680864271e+00	5.631908293311437275e-01	-8.712024696237691268e-01
3.125966611594956479e+00	5.996949462094954830e-01	4.104100988980307618e-01	2.181064356195222320e+00	-4.090192779365672271e-01
6.476065130182445673e-02	1.557095981469232227e+00	1.595940115005533011e-01	1.873033080775781789e+00	5.267389415082182058e-01
2.384637986701739987e+00	1.895717036281075352e+00	1.177022995153882867e+00	2.746102218974697529e+00	2.655392006158783236e-01
1.161072029755795043e+00	2.738201122105628826e+00	7.923339653518028936e-01	2.118727648679594289e+00	7.689170836104983753e-01
4.776220672311013438e-01	1.849176503415465245e+00	2.782505141816345340e+00	1.499590194413298605e-01	-1.700786843094189704e-01
2.907321539200460769e+00	6.883295906321410529e-01	2.603042727446686078e-01	1.656677459333728786e+00	-4.168204589202080257e-01
1.028572453893080496e+00	4.503943479391805949e-01	1.651964837360110350e+00	2.141351482366900427e+00	-2.756833751765017659e-01
7.526127947962087950e-01	1.046598964885685934e+00	1.492461445690760780e+00	3.043620224422593168e+00	2.298560093606758503e-01
2.456330727674867820e+00	1.684397182708787133e+00	1.892419464598085632e+00	2.036351446459874204e+00	-8.627904331286495587e-02
3.086753792295615639e+00	8.865702130984657314e-01	9.106280252792485763e-01	3.043197394984069160e+00	-1.812600514497720861e-01
1.860627407499776176e+00	6.440642461613729219e-01	2.225330713974448926e+00	2.585397444422871116e-01	-8.190581170953735723e-01
0.000000000000000000e+00	1.841183398517512115e+00	1.416601532407661290e+00	2.162816327830926755e-01	1.311438942255882534e-01
