1.186111517500219481e+00	2.768092889430309178e+00	1.747926878847809506e+00	7.502028423458214634e-01	2.082429147755710641e+00	8.240965493179018830e-01	1.789831894718274974e+00	2.988937445500070567e-01	7.252628417391293603e-01	1.229175426028681128e+00	-1.718775687848675959e-01
1.068126683835019408e+00	1.963168629269636867e+00	2.774404368744298743e+00	2.330120066021632130e+00	2.548632390735656283e+00	1.250897413290309679e+00	1.051620823980540242e+00	1.479689417274685725e+00	1.484040827347302249e+00	1.698576627839288644e+00	2.373947393734430200e-01
1.000661228902953059e+00	1.975090152639864094e+00	1.040293167221101545e+00	2.649661927276595108e+00	2.298334542601740527e+00	1.276182096776586450e+00	6.059539759724590358e-01	2.432408373516630196e+00	1.390687169944055279e+00	1.773707994725070680e+00	5.214311931738202510e-02
1.262697452710459745e+00	1.580105210611544519e+00	1.156124982209555174e+00	6.591500714403643046e-01	2.076368053441798978e+00	2.374065802987837426e+00	1.616824342394247660e+00	2.206832755224503728e+00	1.651767382323982458e+00	7.887279157938429375e-01	3.272184330345639935e-02
2.004557320069247695e+00	1.360450242196822312e+00	2.097702298737021742e+00	2.084982874510897144e+00	1.960993618311801079e+00	6.139637078046471519e-01	1.213290934234424689e+00	1.401309135181138643e+00	1.412676926880517936e+00	1.450874539132151364e+00	-3.127974633870611587e-02
2.385599578639618024e+00	1.803520574503693741e+00	2.879047216213467486e+00	9.924851050316683132e-01	2.635006099119625578e+00	1.677396645329662483e+00	1.259931071330192331e+00	1.249117673592484490e+00	1.277845970955301835e+00	1.348080478460362386e+00	5.407554037884803044e-01
1.523017796713958205e+00	2.245119770840992679e+00	1.221438055622970698e+00	1.776966473326917928e+00	1.264045046657867211e+00	1.081496654110681188e+00	1.595253204316281481e+00	8.941117744991501359e-01	1.149929924039855944e+00	4.995753715067722256e-01	-5.178054850374695928e-01
1.785820317625956166e+00	2.015234272209348809e+00	2.341738232364307226e+00	2.138398392747939525e+00	7.513994185485265431e-01	9.943161457771256817e-01	1.978422027832082986e+00	1.891495838166822541e+00	1.735880735395924024e+00	3.141592653589793560e+00	4.930269307228445363e-01
2.053339498615599723e+00	1.936347263522411488e+00	1.231591647303640125e+00	1.414218136360455569e+00	1.582647454575578427e+00	8.616740905573415654e-01	2.587216156010006429e+00	2.125594371647456793e+00	1.332336278938666130e+00	1.140259831494385478e+00	-5.623440407640922789e-02
8.199138315307527014e-01	1.868938337729444621e+00	2.098443726968127532e+00	1.717634105814692003e+00	1.472736207301687417e+00	1.480284798848612526e+00	1.688166049448980965e+00	1.466029508936946391e+00	1.981968394396642186e+00	2.282539244453949845e+00	1.921662393688283732e-01
1.215179660981444476e+00	2.784927441609084120e+00	9.710963841159114818e-01	0.000000000000000000e+00	1.851015588662834332e+00	1.256407505631895738e+00	1.032139177957239529e+00	2.016775354168856005e+00	1.587160017665819378e+00	8.311212259021425464e-01	-3.557740175021841811e-01
1.645660424345284145e+00	1.599452367372956374e+00	2.138696452259398306e+00	2.074561029862022732e+00	1.109338894774353879e+00	7.577036619164656539e-01	5.301470056944463938e-01	1.887764811605388893e+00	8.485280290671928238e-01	0.000000000000000000e+00	-8.826525897712191870e-01
5.656349280583350403e-01	1.338935082853901726e+00	1.758075608286659985e+00	1.476472522055839676e+00	1.312557654057574963e+00	1.932973373759707458e+00	1.003566168878895271e+00	1.469005842214672786e+00	1.519444001241655684e+00	1.395303003742988990e+00	-2.548722555978130133e-01
5.043592599676673949e-01	2.579963081213718201e+00	1.669670348158889484e+00	1.164936358653852366e+00	9.725496390732663032e-01	5.630624023747716755e-01	2.168221691482417945e+00	1.607888524417091292e+00	7.462211277059708214e-01	4.487287540158190202e-01	-9.313408359089243582e-01
1.788075565118265153e+00	2.584910023187126704e+00	1.735835207688121384e+00	2.474246690963787465e+00	0.000000000000000000e+00	2.052692174152507487e+00	1.714797536271579714e+00	1.368156723053848500e+00	1.503798760660719491e+00	8.648119428063227865e-02	-5.272280585174837775e-01
1.451597230013289330e+00	1.222976086282159702e+00	1.008296451045797903e+00	9.650420501411691721e-01	1.564786512821119135e+00	2.637689050133375623e+00	1.342350924369801524e+00	1.704772724102141757e+00	1.444483247250109237e+00	1.747854377466464548e+00	3.169710108042962382e-01
2.075016668792539321e+00	1.984041058665462876e+00	2.332869875209591104e+00	2.214328598986499141e+00	2.420970253817476880e+00	1.948526665979261052e+00	1.558241448460292666e+00	1.655146358232393755e+00	2.114998765408415693e+00	6.988495296481014307e-01	3.325434072905701921e-01
1.756519221148714394e+00	2.548371368145032179e+00	2.219682430141263652e+00	1.340435372657040380e+00	1.573322884868429972e+00	9.554001746991572785e-01	1.649776455699160760e+00	1.374820022977357725e+00	1.630429509942399102e+00	6.934639838700102921e-01	-2.538640626276505996e-01
2.233241762866895019e+00	1.089939483172855716e+00	1.827242759556364504e+00	9.852973028652516341e-01	2.307775771384002361e+00	6.422542781816323876e-01	1.316905194088349607e+00	1.803558897888996260e+00	2.311841433570055671e+00	1.091801089439386807e+00	-4.683136138884069766e-02
1.953252308261388848e+00	1.188664270091492225e+00	1.175318064165046028e+00	1.762782771746661536e+00	1.449641989307006940e+00	1.987795252201311369e+00	1.952676265882067996e+00	1.513787873433537046e+00	9.892031625536272799e-01	3.337659830260469862e-01	-2.057182399692288888e-01
1.171200838447754133e+00	1.919060852059181643e+00	2.022767022903131373e+00	1.616963209669158852e+00	1.251917198041622381e+00	1.154421310493177311e+00	1.645439506891456682e+00	2.315774288436947437e+00	1.751535632986602309e+00	9.323240673249644228e-01	-3.710253329603904193e-01
1.911162776931451202e+00	1.732638885929370653e+00	2.046987285182722882e+00	8.402968278507080280e-01	1.687282435118890200e+00	7.080957049657843339e-01	1.592668811453508360e+00	9.786751876053877419e-01	1.050207450977227452e+00	1.772806607038585280e+00	2.165594219242161778e-02
1.376208906435943291e+00	2.490282107112382182e+00	1.673976745022474066e+00	1.528144675486699633e+00	1.480126232518245599e+00	1.567734476833837487e+00	9.859159870846949669e-01	6.334647522944784059e-01	2.327731307419591555e+00	6.831428391488953977e-01	-2.826651437289630087e-01
1.802244809523684044e+00	1.669273621837863431e+00	6.356588650386343353e-01	1.386994363397244578e+00	7.956820144010926521e-01	1.961134514404305751e+00	1.886990454920757676e+00	9.555135419210886161e-01	1.171742021121150223e+00	5.721118984878029723e-01	-3.478338960575880767e-01
1.577513369285288958e+00	1.978633892596876942e+00	2.541070438509207552e+00	2.076249673597821754e+00	2.887404439384709143e+00	1.096848651816935361e+00	2.198496259098695838e+00	1.678730499711744706e+00	2.654124356754519631e+00	7.033678204879540985e-01	1.700524182024607533e-01
1.773762968106400439e+00	1.446246152866701662e+00	2.097904898892785308e+00	2.938432499619393568e+00	1.694847653024362133e+00	1.707655130223228346e+00	1.378230960284924755e+00	1.013485298467054596e+00	1.908748570869306826e+00	6.783707925262476568e-01	-5.530715834090860206e-02
9.828381087696902441e-01	1.653633084784939866e+00	0.000000000000000000e+00	7.721109433224885299e-01	1.432034564491099671e+00	8.078939530862127016e-01	2.666683270248479509e+00	6.398452568795870432e-01	1.212217771934951394e+00	1.194587139858965141e+00	-4.877193401172666976e-01
1.325229127011851693e+00	1.569658184511816268e+00	1.440239680872614558e+00	7.784427004175693554e-01	1.192043395621925406e+00	8.222341104468726680e-01	1.682173968263747543e+00	1.064912507359733418e+00	1.581669049326011711e+00	3.122932000759410798e-01	-7.742198529530266438e-01
