1.872653192572931502e+00	1.607733290416743177e+00	2.105977274471651395e+00	2.446888066275815454e+00	1.443174668173898834e+00	1.417544503417527135e+00	2.633915019870633145e+00	2.054814515780072348e+00	1.196081791885135415e+00	1.410013450725975837e+00	1.949551693582487477e-01
1.272545705003674810e+00	1.416841770255718558e+00	1.886265268538495077e+00	1.877163562051367141e-01	5.413298658080349934e-01	1.220180598682288231e+00	1.037314304401134812e+00	1.763017461482618620e+00	9.556314599014171796e-01	3.874073835581761660e-01	-8.887452121496792756e-01
2.478262641423144785e+00	1.556719363728441108e+00	1.791804392085493580e+00	5.088974409849209568e-01	1.255499998846891563e+00	1.625078194488600580e+00	9.522114730843922459e-01	1.802584159989081281e+00	1.124166336952114875e+00	9.736081038654823550e-01	-6.821830628720892964e-02
1.186111517500219481e+00	2.768092889430309178e+00	1.747926878847809506e+00	7.502028423458214634e-01	2.082429147755710641e+00	8.240965493179018830e-01	1.789831894718274974e+00	2.988937445500070567e-01	7.252628417391293603e-01	1.229175426028681128e+00	-1.718775687848675959e-01
2.023754775342309742e+00	1.788229382157968006e+00	1.692609253059770502e+00	1.247627581960132126e+00	6.903881616390465936e-01	1.125419217656117521e+00	1.377443839976310702e+00	2.241337704537623932e+00	1.641888523484408058e+00	2.039341226737813040e-01	-6.473148043695422515e-01
1.764754817761913230e+00	1.463854115022823255e+00	1.388663995843528287e+00	1.847726716698805838e+00	2.208534721261699030e+00	2.118476588255890469e+00	1.144253692862498450e+00	1.361585939380043575e+00	1.635114536823594200e+00	1.636511678322554175e+00	4.228604277659750998e-01
1.262697452710459745e+00	1.580105210611544519e+00	1.156124982209555174e+00	6.591500714403643046e-01	2.076368053441798978e+00	2.374065802987837426e+00	1.616824342394247660e+00	2.206832755224503728e+00	1.651767382323982458e+00	7.887279157938429375e-01	3.272184330345639935e-02
1.788075565118265153e+00	2.584910023187126704e+00	1.735835207688121384e+00	2.474246690963787465e+00	0.000000000000000000e+00	2.052692174152507487e+00	1.714797536271579714e+00	1.368156723053848500e+00	1.503798760660719491e+00	8.648119428063227865e-02	-5.272280585174837775e-01
1.424893201095293049e+00	1.896506483394113429e+00	2.555556540706380275e+00	1.104853370671473156e+00	1.095724910529036311e+00	1.256586242960890276e+00	2.225032816757793963e+00	1.772356113562815638e+00	1.163027966387479850e+00	1.394690233816206604e+00	-9.902973161248240785e-02
1.622869874575304072e+00	2.252990968213695488e+00	1.375054812915774471e+00	1.230166963035476790e+00	1.347619199855279337e+00	6.781435660951409261e-01	1.843578700117605162e+00	1.728768303939581363e+00	1.456291312067067523e+00	1.003481066917930820e+00	-3.733974994815628667e-01
