5.902968428837352732e+00	1.120489734026167028e+00	4.865955489795291022e+00	4.528021886952660058e-01	7.460559519678544582e-02
5.018388953701122368e+00	3.693804920441988493e+00	2.730446537745711222e+00	5.935915853583058954e+00	-7.349164868769046954e-01
5.649759867458640450e+00	1.538240986793697695e+00	4.215835293985101373e+00	9.603435944995049045e-01	-1.772957825138834487e-01
5.686271631245389813e+00	5.917859028897873408e+00	2.887154213016955406e+00	1.234117253121765234e+00	-3.868130938730650614e-01
4.120268596720540466e-01	1.885315403048917648e+00	1.946404367138305558e+00	6.782406791199007134e-01	1.024867004949538973e-01
3.518568691252156100e+00	1.391669473539482338e+00	3.296143604150650663e+00	5.884162419379446618e+00	-1.301700645227527042e-01
4.252997901854191909e+00	4.093705802093342783e+00	5.959319993918549940e+00	5.755397807548185085e+00	-5.217189283636949337e-01
3.370002879628816395e+00	1.759893516641265032e+00	1.662367911309632129e+00	2.694608231073355675e+00	-5.755759842452055075e-01
3.548462274899201407e+00	2.357405703202916314e+00	5.863732543344134740e+00	5.850604035513219614e+00	-1.549315217982798476e-01
5.952070515315464938e+00	3.784412793045778933e+00	5.150059429979108927e+00	3.718645456126931315e+00	-2.408219056947740189e-01
4.454392124196394853e+00	2.668789804101836527e+00	4.533747805932096142e+00	4.286586310387437315e+00	-6.167388295716027535e-01
5.650247926494963657e+00	3.939142711968311783e+00	2.087477678044469265e+00	3.456773846383906168e+00	-8.455307030562235759e-01
1.809372689237374265e+00	1.478547552226611383e+00	3.551703092064272926e+00	9.367979215913893043e-01	8.104432854439718170e-01
4.226869358767091356e+00	4.696558995943836301e+00	4.459134306664546799e+00	2.556518112325115055e+00	-5.608711855229706611e-01
3.434489822521896052e+00	1.993250634155934453e-01	2.939263290521613392e+00	4.680505105921344722e+00	-2.331643256474665860e-01
4.771699423450835198e+00	5.988039687049813153e+00	1.557388301792850260e+00	8.803118491167226667e-01	-8.207182726204261813e-01
5.001982548412211571e+00	2.625674262363011380e+00	5.684993488752545510e+00	3.786253217468060761e+00	-7.613596139751932501e-01
1.939509910562567274e+00	5.368521351310475254e+00	1.003667733327093137e+00	3.584747452034563242e+00	3.249206368225505681e-01
4.240633247667116912e+00	5.092614882506644847e+00	1.064882100285792915e-01	1.592408421672669716e+00	-6.721648725857176654e-01
3.715227068359386875e-01	3.317628364420015963e+00	3.346306145831884571e+00	5.551925683652642718e+00	2.855939113458647594e-01
3.627847215321723606e+00	3.410604980118914220e+00	3.114119565839074788e+00	4.058937685988095900e+00	-5.338965090883718290e-01
2.497787024653514543e+00	9.077998060847097817e-01	5.127522746542965137e+00	5.501943605869731302e-01	7.430986934853494041e-01
5.875259391913485452e+00	3.150766004851442315e+00	5.543471427575766830e-01	4.846324119373006667e+00	-4.989930863369270719e-01
3.339567810014171911e+00	7.941964093588960161e-01	4.267800746910650034e+00	1.169116287618765737e+00	1.251382402322660514e-01
4.490249039342428361e+00	1.055905057517305540e-02	2.779109497163176901e+00	3.893888807174014755e+00	-8.448465977600462251e-01
3.403953402388446570e+00	4.899928090333222741e+00	1.668713517045242872e-02	1.114948936348242103e+00	-1.610652644387506882e-01
1.617219357997764784e-01	6.799448233427093369e-01	8.838923384397582295e-01	5.984223372812818020e+00	7.344814450464620670e-02
5.062575289864926553e+00	4.458612663676476018e+00	2.715913109667391079e-01	2.698539407158812686e+00	-9.107363648013754309e-01
3.011250543853386752e+00	4.792524036011977628e+00	1.095607225502400306e+00	5.889313636348142644e+00	-2.888475294909054192e-02
5.192558374232846496e+00	2.436080897761515374e+00	2.224390524327124474e+00	5.118077291492781455e+00	-8.490345494132606197e-01
5.673954927104595924e+00	1.670905398228789140e+00	5.785564788726794028e+00	6.038658537399846260e+00	-2.105902390019597226e-01
4.384550619857041198e+00	2.778311185877776701e+00	1.982552004443141058e+00	7.347555976782842446e-01	-8.835068239099441723e-01
7.093962537426318216e-01	2.740493389033378246e-01	2.165936835846291597e+00	4.683572798401270276e+00	2.789848492799298363e-01
2.521411380976791516e+00	3.610831974148684509e+00	4.545142406329871321e+00	1.954956800460279365e-01	6.592765758190664016e-01
